title	season	episode	rating	airdate
Daredevil	3	The Perfect Game	9.0	10/19/2018
Daredevil	3	The Devil You Know	9.6	10/19/2018
Daredevil	3	Aftermath	9.0	10/19/2018
Daredevil	3	Upstairs/Downstairs	9.2	10/19/2018
Daredevil	3	Revelations	9.3	10/19/2018
Daredevil	3	Karen	8.8	10/19/2018
Daredevil	3	Reunion	9.3	10/19/2018
Daredevil	3	One Last Shot	9.4	10/19/2018
Daredevil	3	A New Napkin	9.6	10/19/2018
Dexter	1	Dexter	8.8	10/1/2006
Dexter	1	Crocodile	8.4	10/8/2006
Dexter	1	Popping Cherry	8.4	10/15/2006
Dexter	1	Let's Give the Boy a Hand	8.8	10/22/2006
Dexter	1	Love American Style	8.6	10/29/2006
Dexter	1	Return to Sender	9.0	11/5/2006
Dexter	1	Circle of Friends	8.8	11/12/2006
Dexter	1	Shrink Wrap	9.1	11/19/2006
Dexter	1	Father Knows Best	8.7	11/26/2006
Dexter	1	Seeing Red	9.2	12/3/2006
Dexter	1	Truth Be Told	9.3	12/10/2006
Dexter	1	Born Free	9.6	12/17/2006
Dexter	2	It's Alive!	8.8	9/30/2007
Dexter	2	Waiting to Exhale	8.7	10/7/2007
Dexter	2	An Inconvenient Lie	8.8	10/14/2007
Dexter	2	See-Through	8.5	10/21/2007
Dexter	2	The Dark Defender	8.8	10/28/2007
Dexter	2	Dex, Lies, and Videotape	8.7	11/4/2007
Dexter	2	That Night, a Forest Grew	8.8	11/11/2007
Dexter	2	Morning Comes	9.1	11/18/2007
Dexter	2	Resistance Is Futile	9.4	11/25/2007
Dexter	2	There's Something About Harry	9.0	12/2/2007
Dexter	2	Left Turn Ahead	9.0	12/9/2007
Dexter	2	The British Invasion	9.2	12/16/2007
Dexter	3	Our Father	8.4	9/28/2008
Dexter	3	Finding Freebo	8.5	10/5/2008
Dexter	3	The Lion Sleeps Tonight	8.3	10/12/2008
Dexter	3	All in the Family	8.2	10/19/2008
Dexter	3	Turning Biminese	8.6	10/26/2008
Dexter	3	Sí se puede	8.3	11/2/2008
Dexter	3	Easy as Pie	8.6	11/9/2008
Dexter	3	The Damage a Man Can Do	8.7	11/16/2008
Dexter	3	About Last Night	8.8	11/23/2008
Dexter	3	Go Your Own Way	9.1	11/30/2008
Dexter	3	I Had a Dream	8.9	12/7/2008
Dexter	3	Do You Take Dexter Morgan?	8.9	12/14/2008
Dexter	4	Living the Dream	8.8	9/27/2009
Dexter	4	Remains to Be Seen	8.7	10/4/2009
Dexter	4	Blinded by the Light	8.4	10/11/2009
Dexter	4	Dex Takes a Holiday	9.2	10/18/2009
Dexter	4	Dirty Harry	9.0	10/25/2009
Dexter	4	If I Had a Hammer	8.8	11/1/2009
Dexter	4	Slack Tide	8.6	11/8/2009
Dexter	4	Road Kill	8.6	11/15/2009
Dexter	4	Hungry Man	9.4	11/22/2009
Dexter	4	Lost Boys	9.2	11/29/2009
Dexter	4	Hello, Dexter Morgan	9.5	12/6/2009
Dexter	4	The Getaway	9.8	12/13/2009
Dexter	5	My Bad	8.9	9/26/2010
Dexter	5	Hello, Bandit	8.3	10/3/2010
Dexter	5	Practically Perfect	8.5	10/10/2010
Dexter	5	Beauty and the Beast	8.5	10/17/2010
Dexter	5	First Blood	8.1	10/24/2010
Dexter	5	Everything Is Illumenated	8.8	10/31/2010
Dexter	5	Circle Us	8.5	11/7/2010
Dexter	5	Take It!	8.9	11/14/2010
Dexter	5	Teenage Wasteland	9.0	11/21/2010
Dexter	5	In the Beginning	9.0	11/28/2010
Dexter	5	Hop a Freighter	8.9	12/5/2010
Dexter	5	The Big One	8.9	12/12/2010
Dexter	6	Those Kinds of Things	8.6	10/2/2011
Dexter	6	Once Upon a Time...	8.2	10/9/2011
Dexter	6	Smokey and the Bandit	8.3	10/16/2011
Dexter	6	A Horse of a Different Color	8.5	10/23/2011
Dexter	6	The Angel of Death	8.1	10/30/2011
Dexter	6	Just Let Go	8.5	11/6/2011
Dexter	6	Nebraska	7.9	11/13/2011
Dexter	6	Sin of Omission	8.0	11/20/2011
Dexter	6	Get Gellar	8.5	11/27/2011
Dexter	6	Ricochet Rabbit	8.1	12/4/2011
Dexter	6	Talk to the Hand	8.4	12/11/2011
Dexter	6	This Is the Way the World Ends	9.2	12/18/2011
Dexter	7	Are You...?	9.5	9/30/2012
Dexter	7	Sunshine and Frosty Swirl	8.8	10/7/2012
Dexter	7	Buck the System	8.7	10/14/2012
Dexter	7	Run	8.9	10/21/2012
Dexter	7	Swim Deep	8.6	10/28/2012
Dexter	7	Do the Wrong Thing	8.4	11/4/2012
Dexter	7	Chemistry	8.5	11/11/2012
Dexter	7	Argentina	8.9	11/18/2012
Dexter	7	Helter Skelter	8.6	11/25/2012
Dexter	7	The Dark... Whatever	8.5	12/2/2012
Dexter	7	Do You See What I See?	9.0	12/9/2012
Dexter	7	Surprise, Motherfucker!	9.3	12/16/2012
Dexter	8	A Beautiful Day	8.7	6/30/2013
Dexter	8	Every Silver Lining...	8.1	7/7/2013
Dexter	8	What's Eating Dexter Morgan?	8.2	7/14/2013
Dexter	8	Scar Tissue	8.1	7/21/2013
Dexter	8	This Little Piggy	8.0	7/28/2013
Dexter	8	A Little Reflection	7.8	8/4/2013
Dexter	8	Dress Code	7.6	8/11/2013
Dexter	8	Are We There Yet?	8.1	8/18/2013
Dexter	8	Make Your Own Kind of Music	7.4	8/25/2013
Dexter	8	Goodbye Miami	7.0	9/8/2013
Dexter	8	Monkey in a Box	7.2	9/15/2013
Dexter	8	Remember the Monsters?	4.7	9/22/2013
Downton Abbey	1	Episode #1.1	8.4	12/10/2011
Downton Abbey	1	Episode #1.2	8.4	12/10/2011
Downton Abbey	1	Episode #1.3	8.5	12/10/2011
Downton Abbey	1	Episode #1.4	8.3	10/17/2010
Downton Abbey	1	Episode #1.5	8.6	12/17/2011
Downton Abbey	1	Episode #1.6	8.6	12/17/2011
Downton Abbey	1	Episode #1.7	8.9	12/17/2011
Downton Abbey	2	Episode #2.1	8.7	9/9/2012
Downton Abbey	2	Episode #2.2	8.3	9/9/2012
Downton Abbey	2	Episode #2.3	8.2	9/16/2012
Downton Abbey	2	Episode #2.4	8.4	9/16/2012
Downton Abbey	2	Episode #2.5	8.5	9/23/2012
Downton Abbey	2	Episode #2.6	8.2	9/23/2012
Downton Abbey	2	Episode #2.7	8.4	9/30/2012
Downton Abbey	2	Episode #2.8	8.8	9/30/2012
Downton Abbey	2	Christmas at Downton Abbey	9.1	12/15/2012
Downton Abbey	3	Episode #3.1	8.6	9/6/2013
Downton Abbey	3	Episode #3.2	8.2	9/6/2013
Downton Abbey	3	Episode #3.3	8.5	9/6/2013
Downton Abbey	3	Episode #3.4	8.2	9/13/2013
Downton Abbey	3	Episode #3.5	9.0	9/13/2013
Downton Abbey	3	Episode #3.6	8.3	9/13/2013
Downton Abbey	3	Episode #3.7	8.2	9/20/2013
Downton Abbey	3	Episode #3.8	8.4	9/20/2013
Downton Abbey	3	A Journey to the Highlands	8.2	12/25/2012
Downton Abbey	4	Episode #4.1	8.3	9/22/2013
Downton Abbey	4	Episode #4.2	8.0	9/29/2013
Downton Abbey	4	Episode #4.3	8.1	10/6/2013
Downton Abbey	4	Episode #4.4	8.0	10/13/2013
Downton Abbey	4	Episode #4.5	8.2	1/26/2014
Downton Abbey	4	Episode #4.6	8.2	10/27/2013
Downton Abbey	4	Episode #4.7	8.2	11/3/2013
Downton Abbey	4	Episode #4.8	8.4	2/16/2014
Downton Abbey	4	The London Season	8.5	12/25/2013
Downton Abbey	5	Episode #5.1	8.4	9/21/2014
Downton Abbey	5	Episode #5.2	8.1	9/28/2014
Downton Abbey	5	Episode #5.3	8.2	10/5/2014
Downton Abbey	5	Episode #5.4	8.2	10/12/2014
Downton Abbey	5	Episode #5.5	8.2	10/19/2014
Downton Abbey	5	Episode #5.6	8.4	10/26/2014
Downton Abbey	5	Episode #5.7	8.4	11/2/2014
Downton Abbey	5	Episode #5.8	8.8	11/9/2014
Downton Abbey	5	A Moorland Holiday	9.0	12/25/2014
Downton Abbey	6	Episode #6.1	8.4	12/5/2015
Downton Abbey	6	Episode #6.2	8.1	12/5/2015
Downton Abbey	6	Episode #6.3	8.8	12/12/2015
Downton Abbey	6	Episode #6.4	8.5	12/12/2015
Downton Abbey	6	Episode #6.5	8.6	10/18/2015
Downton Abbey	6	Episode #6.6	8.4	10/25/2015
Downton Abbey	6	Episode #6.7	8.6	12/26/2015
Downton Abbey	6	Episode #6.8	9.1	12/26/2015
Downton Abbey	6	Christmas Special	9.3	1/2/2016
Dr House	1	Pilot	8.7	3/1/2006
Dr House	1	Paternity	8.3	11/23/2004
Dr House	1	Occam's Razor	8.4	2/28/2007
Dr House	1	Maternity	8.5	3/1/2007
Dr House	1	Damned If You Do	8.3	12/14/2004
Dr House	1	The Socratic Method	8.6	3/7/2007
Dr House	1	Fidelity	8.3	3/7/2007
Dr House	1	Poison	8.3	1/25/2005
Dr House	1	DNR	8.8	2/1/2005
Dr House	1	Histories	8.6	2/8/2005
Dr House	1	Detox	8.8	3/14/2007
Dr House	1	Sports Medicine	8.2	3/15/2007
Dr House	1	Cursed	8.3	3/1/2005
Dr House	1	Control	8.8	3/21/2007
Dr House	1	Mob Rules	8.2	3/22/2007
Dr House	1	Heavy	8.5	3/28/2007
Dr House	1	Role Model	8.6	3/28/2007
Dr House	1	Babies & Bathwater	8.9	3/29/2007
Dr House	1	Kids	8.4	4/4/2007
Dr House	1	Love Hurts	8.5	4/5/2007
Dr House	1	Three Stories	9.6	4/11/2007
Dr House	1	Honeymoon	8.8	4/11/2007
Dr House	2	Acceptance	8.5	4/18/2007
Dr House	2	Autopsy	9.2	4/19/2007
Dr House	2	Humpty Dumpty	8.1	4/25/2007
Dr House	2	TB or Not TB	8.3	4/26/2007
Dr House	2	Daddy's Boy	8.2	5/2/2007
Dr House	2	Spin	8.1	5/3/2007
Dr House	2	Hunting	8.5	5/9/2007
Dr House	2	The Mistake	8.9	5/10/2007
Dr House	2	Deception	8.6	5/16/2007
Dr House	2	Failure to Communicate	8.6	5/16/2007
Dr House	2	Need to Know	8.3	5/17/2007
Dr House	2	Distractions	8.7	5/23/2007
Dr House	2	Skin Deep	8.8	5/30/2007
Dr House	2	Sex Kills	8.6	5/31/2007
Dr House	2	Clueless	8.6	5/23/2007
Dr House	2	Safe	8.8	6/6/2007
Dr House	2	All In	8.9	6/6/2007
Dr House	2	Sleeping Dogs Lie	8.3	6/13/2007
Dr House	2	House vs. God	8.7	6/14/2007
Dr House	2	Euphoria: Part 1	9.1	6/20/2007
Dr House	2	Euphoria: Part 2	9.3	6/20/2007
Dr House	2	Forever	8.2	6/27/2007
Dr House	2	Who's Your Daddy?	7.9	6/27/2007
Dr House	2	No Reason	9.4	6/28/2007
Dr House	3	Meaning	8.9	9/5/2006
Dr House	3	Cane and Able	8.5	9/12/2006
Dr House	3	Informed Consent	8.7	9/19/2006
Dr House	3	Lines in the Sand	9.0	9/26/2006
Dr House	3	Fools for Love	8.5	10/31/2006
Dr House	3	Que Será Será	8.3	11/7/2006
Dr House	3	Son of Coma Guy	8.9	11/14/2006
Dr House	3	Whac-A-Mole	8.3	11/21/2006
Dr House	3	Finding Judas	8.6	11/28/2006
Dr House	3	Merry Little Christmas	8.8	12/12/2006
Dr House	3	Words and Deeds	8.7	1/9/2007
Dr House	3	One Day, One Room	9.0	1/30/2007
Dr House	3	Needle in a Haystack	8.2	2/6/2007
Dr House	3	Insensitive	8.8	2/13/2007
Dr House	3	Half-Wit	9.1	3/6/2007
Dr House	3	Top Secret	8.2	3/27/2007
Dr House	3	Fetal Position	8.6	4/3/2007
Dr House	3	Airborne	9.0	4/10/2007
Dr House	3	Act Your Age	8.4	4/17/2007
Dr House	3	House Training	8.4	4/24/2007
Dr House	3	Family	8.5	5/1/2007
Dr House	3	Resignation	8.6	5/8/2007
Dr House	3	The Jerk	8.6	5/15/2007
Dr House	3	Human Error	8.9	5/29/2007
Dr House	4	Alone	9.0	9/25/2007
Dr House	4	The Right Stuff	8.8	10/2/2007
Dr House	4	97 Seconds	8.8	10/9/2007
Dr House	4	Guardian Angels	8.6	10/23/2007
Dr House	4	Mirror Mirror	8.8	10/30/2007
Dr House	4	Whatever It Takes	8.7	11/6/2007
Dr House	4	Ugly	8.4	11/13/2007
Dr House	4	You Don't Want to Know	8.7	11/20/2007
Dr House	4	Games	8.7	11/27/2007
Dr House	4	It's a Wonderful Lie	8.5	1/29/2008
Dr House	4	Frozen	9.1	2/3/2008
Dr House	4	Don't Ever Change	8.3	2/5/2008
Dr House	4	No More Mr. Nice Guy	8.2	4/28/2008
Dr House	4	Living the Dream	8.4	5/5/2008
Dr House	4	House's Head	9.8	5/12/2008
Dr House	4	Wilson's Heart	9.7	4/15/2009
Dr House	5	Dying Changes Everything	8.5	9/16/2008
Dr House	5	Not Cancer	8.3	9/23/2008
Dr House	5	Adverse Events	8.3	9/30/2008
Dr House	5	Birthmarks	9.0	10/14/2008
Dr House	5	Lucky Thirteen	8.6	10/21/2008
Dr House	5	Joy	8.7	10/28/2008
Dr House	5	The Itch	8.4	11/11/2008
Dr House	5	Emancipation	8.2	11/18/2008
Dr House	5	Last Resort	8.8	11/25/2008
Dr House	5	Let Them Eat Cake	8.4	12/2/2008
Dr House	5	Joy to the World	8.5	12/9/2008
Dr House	5	Painless	8.2	1/19/2009
Dr House	5	Big Baby	8.1	3/23/2010
Dr House	5	The Greater Good	8.1	2/2/2009
Dr House	5	Unfaithful	8.5	2/16/2009
Dr House	5	The Softer Side	8.6	2/23/2009
Dr House	5	The Social Contract	8.8	3/9/2009
Dr House	5	Here Kitty	8.3	3/16/2009
Dr House	5	Locked In	9.1	3/30/2009
Dr House	5	Simple Explanation	9.1	4/6/2009
Dr House	5	Saviors	8.5	4/13/2009
Dr House	5	House Divided	9.1	4/27/2009
Dr House	5	Under My Skin	9.2	5/4/2009
Dr House	5	Both Sides Now	9.6	5/11/2009
Dr House	6	Broken	9.7	9/21/2009
Dr House	6	Epic Fail	8.7	9/28/2009
Dr House	6	The Tyrant	9.0	10/5/2009
Dr House	6	Instant Karma	8.6	10/12/2009
Dr House	6	Brave Heart	8.6	10/19/2009
Dr House	6	Known Unknowns	8.5	11/9/2009
Dr House	6	Teamwork	8.3	11/16/2009
Dr House	6	Ignorance Is Bliss	8.4	11/23/2009
Dr House	6	Wilson	8.9	11/30/2009
Dr House	6	The Down Low	8.9	1/11/2010
Dr House	6	Remorse	8.8	1/25/2010
Dr House	6	Moving the Chains	8.1	2/1/2010
Dr House	6	5 to 9	8.5	2/8/2010
Dr House	6	Private Lives	8.1	3/8/2010
Dr House	6	Black Hole	8.2	3/15/2010
Dr House	6	Lockdown	8.8	4/12/2010
Dr House	6	Knight Fall	8.1	4/19/2010
Dr House	6	Open and Shut	8.0	4/26/2010
Dr House	6	The Choice	8.2	5/3/2010
Dr House	6	Baggage	8.8	5/10/2010
Dr House	6	Help Me	9.5	5/17/2010
Dr House	7	Now What?	8.4	9/20/2010
Dr House	7	Selfish	8.7	9/27/2010
Dr House	7	Unwritten	8.4	10/4/2010
Dr House	7	Massage Therapy	8.0	10/11/2010
Dr House	7	Unplanned Parenthood	8.3	10/18/2010
Dr House	7	Office Politics	8.2	11/8/2010
Dr House	7	A Pox on Our House	8.7	11/15/2010
Dr House	7	Small Sacrifices	7.9	11/22/2010
Dr House	7	Larger Than Life	8.5	1/17/2011
Dr House	7	Carrot or Stick	8.2	1/24/2011
Dr House	7	Family Practice	8.7	2/7/2011
Dr House	7	You Must Remember This	8.0	2/14/2011
Dr House	7	Two Stories	8.8	2/21/2011
Dr House	7	Recession Proof	8.0	2/28/2011
Dr House	7	Bombshells	8.7	3/7/2011
Dr House	7	Out of the Chute	8.8	3/14/2011
Dr House	7	Fall from Grace	8.5	3/21/2011
Dr House	7	The Dig	8.8	4/11/2011
Dr House	7	Last Temptation	8.5	4/18/2011
Dr House	7	Changes	8.0	5/2/2011
Dr House	7	The Fix	7.9	5/9/2011
Dr House	7	After Hours	9.1	5/16/2011
Dr House	7	Moving On	8.5	5/23/2011
Dr House	8	Twenty Vicodin	8.8	10/3/2011
Dr House	8	Transplant	8.3	10/10/2011
Dr House	8	Charity Case	8.3	10/17/2011
Dr House	8	Risky Business	8.1	10/31/2011
Dr House	8	The Confession	8.5	11/7/2011
Dr House	8	Parents	8.1	11/14/2011
Dr House	8	Dead & Buried	8.3	11/21/2011
Dr House	8	Perils of Paranoia	8.0	11/28/2011
Dr House	8	Better Half	8.2	1/23/2012
Dr House	8	Runaways	7.9	1/30/2012
Dr House	8	Nobody's Fault	9.1	2/6/2012
Dr House	8	Chase	8.8	2/13/2012
Dr House	8	Man of the House	8.1	2/20/2012
Dr House	8	Love is Blind	8.0	3/19/2012
Dr House	8	Blowing the Whistle	7.6	4/2/2012
Dr House	8	Gut Check	7.8	4/9/2012
Dr House	8	We Need the Eggs	8.0	4/16/2012
Dr House	8	Body and Soul	8.1	4/23/2012
Dr House	8	The C Word	8.9	4/30/2012
Dr House	8	Post Mortem	8.8	5/7/2012
Dr House	8	Holding On	8.9	5/14/2012
Dr House	8	Everybody Dies	9.2	5/21/2012
Friends	1	The One Where Monica Gets a Roommate	8.4	4/16/1996
Friends	1	The One with the Sonogram at the End	8.1	9/29/1994
Friends	1	The One with the Thumb	8.2	10/6/1994
Friends	1	The One with George Stephanopoulos	8.2	10/13/1994
Friends	1	The One with the East German Laundry Detergent	8.5	10/20/1994
Friends	1	The One with the Butt	8.2	10/27/1994
Friends	1	The One with the Blackout	9.0	11/3/1994
Friends	1	The One Where Nana Dies Twice	8.2	11/10/1994
Friends	1	The One Where Underdog Gets Away	8.3	11/17/1994
Friends	1	The One with the Monkey	8.1	12/15/1994
Friends	1	The One with Mrs. Bing	8.3	1/5/1995
Friends	1	The One with the Dozen Lasagnas	8.3	1/12/1995
Friends	1	The One with the Boobies	8.7	1/19/1995
Friends	1	The One with the Candy Hearts	8.3	2/9/1995
Friends	1	The One with the Stoned Guy	8.3	2/16/1995
Friends	1	The One with Two Parts: Part 1	8.2	2/23/1995
Friends	1	The One with Two Parts: Part 2	8.5	2/23/1995
Friends	1	The One with All the Poker	8.9	3/2/1995
Friends	1	The One Where the Monkey Gets Away	8.2	3/9/1995
Friends	1	The One with the Evil Orthodontist	8.0	4/6/1995
Friends	1	The One with the Fake Monica	8.0	4/27/1995
Friends	1	The One with the Ick Factor	8.4	5/4/1995
Friends	1	The One with the Birth	8.7	5/11/1995
Friends	1	The One Where Rachel Finds Out	8.9	5/18/1995
Friends	2	The One with Ross's New Girlfriend	8.5	9/21/1995
Friends	2	The One with the Breast Milk	8.3	9/28/1995
Friends	2	The One Where Heckles Dies	8.4	10/5/1995
Friends	2	The One with Phoebe's Husband	8.0	10/12/1995
Friends	2	The One with Five Steaks and an Eggplant	8.3	10/19/1995
Friends	2	The One with the Baby on the Bus	8.6	11/2/1995
Friends	2	The One Where Ross Finds Out	9.0	11/9/1995
Friends	2	The One with the List	8.5	11/16/1995
Friends	2	The One with Phoebe's Dad	8.0	12/14/1995
Friends	2	The One with Russ	8.1	1/4/1996
Friends	2	The One with the Lesbian Wedding	8.2	1/18/1996
Friends	2	The One After the Superbowl: Part 1	8.7	1/28/1996
Friends	2	The One After the Superbowl: Part 2	8.8	1/28/1996
Friends	2	The One with the Prom Video	9.4	2/1/1996
Friends	2	The One Where Ross and Rachel... You Know	8.9	2/8/1996
Friends	2	The One Where Joey Moves Out	8.6	2/15/1996
Friends	2	The One Where Eddie Moves In	8.4	2/22/1996
Friends	2	The One Where Dr. Ramoray Dies	8.5	3/21/1996
Friends	2	The One Where Eddie Won't Go	8.6	3/28/1996
Friends	2	The One Where Old Yeller Dies	8.2	4/4/1996
Friends	2	The One with the Bullies	8.2	4/25/1996
Friends	2	The One with the Two Parties	9.0	5/2/1996
Friends	2	The One with the Chicken Pox	8.2	5/9/1996
Friends	2	The One with Barry and Mindy's Wedding	8.3	5/16/1996
Friends	3	The One with the Princess Leia Fantasy	8.5	9/16/1996
Friends	3	The One Where No One's Ready	9.0	9/26/1996
Friends	3	The One with the Jam	8.1	10/3/1996
Friends	3	The One with the Metaphorical Tunnel	8.1	10/10/1996
Friends	3	The One with Frank Jr.	8.2	10/17/1996
Friends	3	The One with the Flashback	9.1	10/31/1996
Friends	3	The One with the Race Car Bed	8.4	11/7/1996
Friends	3	The One with the Giant Poking Device	8.4	11/14/1996
Friends	3	The One with the Football	9.0	11/21/1996
Friends	3	The One Where Rachel Quits	8.2	12/12/1996
Friends	3	The One Where Chandler Can't Remember Which Sister	8.6	1/9/1997
Friends	3	The One with All the Jealousy	8.3	1/16/1997
Friends	3	The One Where Monica and Richard Are Just Friends	8.3	1/30/1997
Friends	3	The One with Phoebe's Ex-Partner	7.9	2/6/1997
Friends	3	The One Where Ross and Rachel Take a Break	8.6	2/13/1997
Friends	3	The One with the Morning After	9.1	2/20/1997
Friends	3	The One Without the Ski Trip	8.3	3/6/1997
Friends	3	The One with the Hypnosis Tape	8.5	3/13/1997
Friends	3	The One with the Tiny T-Shirt	8.2	3/27/1997
Friends	3	The One with the Dollhouse	8.2	4/10/1997
Friends	3	The One with the Chick and the Duck	8.8	4/17/1997
Friends	3	The One with the Screamer	8.3	4/24/1997
Friends	3	The One with Ross's Thing	8.1	5/1/1997
Friends	3	The One with the Ultimate Fighting Champion	8.2	5/8/1997
Friends	3	The One at the Beach	8.9	5/15/1997
Friends	4	The One with the Jellyfish	9.1	9/25/1997
Friends	4	The One with the Cat	8.1	10/2/1997
Friends	4	The One with the 'Cuffs	8.5	10/9/1997
Friends	4	The One with the Ballroom Dancing	8.3	10/16/1997
Friends	4	The One with Joey's New Girlfriend	8.4	10/30/1997
Friends	4	The One with the Dirty Girl	8.6	11/6/1997
Friends	4	The One Where Chandler Crosses the Line	8.8	11/13/1997
Friends	4	The One with Chandler in a Box	9.1	11/20/1997
Friends	4	The One Where They're Going to Party!	8.0	12/11/1997
Friends	4	The One with the Girl from Poughkeepsie	8.1	12/18/1997
Friends	4	The One with Phoebe's Uterus	8.5	1/8/1998
Friends	4	The One with the Embryos	9.4	1/15/1998
Friends	4	The One with Rachel's Crush	8.3	1/29/1998
Friends	4	The One with Joey's Dirty Day	8.3	2/5/1998
Friends	4	The One with All the Rugby	8.5	2/26/1998
Friends	4	The One with the Fake Party	8.3	3/19/1998
Friends	4	The One with the Free Porn	8.7	3/26/1998
Friends	4	The One with Rachel's New Dress	8.4	4/2/1998
Friends	4	The One with All the Haste	8.7	4/9/1998
Friends	4	The One with All the Wedding Dresses	8.6	4/16/1998
Friends	4	The One with the Invitation	7.3	4/23/1998
Friends	4	The One with the Worst Best Man Ever	8.6	4/30/1998
Friends	4	The One with Ross's Wedding	8.8	5/7/1998
Friends	4	The One with Ross's Wedding	9.2	5/7/1998
Friends	5	The One After Ross Says Rachel	8.9	9/24/1998
Friends	5	The One with All the Kissing	9.0	10/1/1998
Friends	5	The One Hundredth	8.8	10/8/1998
Friends	5	The One Where Phoebe Hates PBS	8.3	10/18/1998
Friends	5	The One with the Kips	8.8	10/29/1998
Friends	5	The One with the Yeti	8.1	11/5/1998
Friends	5	The One Where Ross Moves In	8.4	11/12/1998
Friends	5	The One with All the Thanksgivings	9.2	11/19/1998
Friends	5	The One with Ross's Sandwich	9.1	12/10/1998
Friends	5	The One with the Inappropriate Sister	8.2	12/17/1998
Friends	5	The One with All the Resolutions	9.1	1/7/1999
Friends	5	The One with Chandler's Work Laugh	8.3	1/21/1999
Friends	5	The One with Joey's Bag	8.2	2/4/1999
Friends	5	The One Where Everybody Finds Out	9.7	2/11/1999
Friends	5	The One with the Girl Who Hits Joey	8.6	2/18/1999
Friends	5	The One with the Cop	8.6	2/25/1999
Friends	5	The One with Rachel's Inadvertent Kiss	8.5	3/18/1999
Friends	5	The One Where Rachel Smokes	8.1	4/8/1999
Friends	5	The One Where Ross Can't Flirt	8.8	4/22/1999
Friends	5	The One with the Ride Along	8.4	4/29/1999
Friends	5	The One with the Ball	8.6	5/6/1999
Friends	5	The One with Joey's Big Break	8.3	5/11/1999
Friends	5	The One in Vegas: Part 1	8.8	5/20/1999
Friends	5	The One in Vegas: Part 2	9.1	5/20/1999
Friends	6	The One After Vegas	8.8	9/23/1999
Friends	6	The One Where Ross Hugs Rachel	8.3	9/30/1999
Friends	6	The One with Ross's Denial	8.3	10/7/1999
Friends	6	The One Where Joey Loses His Insurance	8.6	10/14/1999
Friends	6	The One with Joey's Porsche	8.2	10/21/1999
Friends	6	The One on the Last Night	8.6	11/4/1999
Friends	6	The One Where Phoebe Runs	8.4	11/11/1999
Friends	6	The One with Ross' Teeth	8.6	11/18/1999
Friends	6	The One Where Ross Got High	9.2	11/25/1999
Friends	6	The One with the Routine	8.6	12/16/1999
Friends	6	The One with the Apothecary Table	8.2	1/6/2000
Friends	6	The One with the Joke	8.1	1/13/2000
Friends	6	The One with Rachel's Sister	8.3	2/3/2000
Friends	6	The One Where Chandler Can't Cry	8.6	2/10/2000
Friends	6	The One That Could Have Been	8.6	2/17/2000
Friends	6	The One That Could Have Been	8.6	2/17/2000
Friends	6	The One with Unagi	9.1	2/24/2000
Friends	6	The One Where Ross Dates a Student	8.4	3/9/2000
Friends	6	The One with Joey's Fridge	8.4	3/23/2000
Friends	6	The One with Mac and C.H.E.E.S.E.	7.5	4/13/2000
Friends	6	The One Where Ross Meets Elizabeth's Dad	8.6	4/27/2000
Friends	6	The One Where Paul's the Man	9.0	5/4/2000
Friends	6	The One with the Ring	8.6	5/11/2000
Friends	6	The One with the Proposal	8.8	5/18/2000
Friends	6	The One with the Proposal	9.3	5/18/2000
Friends	7	The One with Monica's Thunder	8.4	10/12/2000
Friends	7	The One with Rachel's Book	8.4	10/12/2000
Friends	7	The One with Phoebe's Cookies	8.2	10/19/2000
Friends	7	The One with Rachel's Assistant	8.2	10/26/2000
Friends	7	The One with the Engagement Picture	8.2	11/2/2000
Friends	7	The One with the Nap Partners	8.9	11/9/2000
Friends	7	The One with Ross's Library Book	8.5	11/16/2000
Friends	7	The One Where Chandler Doesn't Like Dogs	8.2	11/23/2000
Friends	7	The One with All the Candy	8.2	12/7/2000
Friends	7	The One with the Holiday Armadillo	8.6	12/14/2000
Friends	7	The One with All the Cheesecakes	8.6	1/4/2001
Friends	7	The One Where They're Up All Night	8.7	1/11/2001
Friends	7	The One Where Rosita Dies	8.5	2/1/2001
Friends	7	The One Where They All Turn Thirty	8.6	2/8/2001
Friends	7	The One with Joey's New Brain	8.5	2/15/2001
Friends	7	The One with the Truth About London	8.7	2/22/2001
Friends	7	The One with the Cheap Wedding Dress	8.4	3/15/2001
Friends	7	The One with Joey's Award	8.5	3/29/2001
Friends	7	The One with Ross and Monica's Cousin	8.7	4/19/2001
Friends	7	The One with Rachel's Big Kiss	8.5	4/26/2001
Friends	7	The One with the Vows	7.5	5/3/2001
Friends	7	The One with Chandler's Dad	8.5	5/10/2001
Friends	7	The One with Monica and Chandler's Wedding: Part 1	8.9	5/17/2001
Friends	7	The One with Monica and Chandler's Wedding: Part 2	9.1	5/17/2001
Friends	8	The One After I Do	8.7	9/27/2001
Friends	8	The One with the Red Sweater	9.1	10/4/2001
Friends	8	The One Where Rachel Tells...	8.7	10/11/2001
Friends	8	The One with the Videotape	9.3	10/18/2001
Friends	8	The One with Rachel's Date	8.2	10/25/2001
Friends	8	The One with the Halloween Party	8.6	11/1/2001
Friends	8	The One with the Stain	8.0	11/8/2001
Friends	8	The One with the Stripper	8.8	11/15/2001
Friends	8	The One with the Rumor	9.3	11/22/2001
Friends	8	The One with Monica's Boots	8.1	12/6/2001
Friends	8	The One with Ross's Step Forward	8.1	12/13/2001
