title	season	episode	rating	airdate
Mon oncle Charlie	4	A Pot Smoking Monkey	7.7	10/9/2006
Mon oncle Charlie	4	A Live Woman of Proven Fertility	7.9	10/16/2006
Mon oncle Charlie	4	Apologies for the Frivolity	8.4	10/23/2006
Mon oncle Charlie	4	Repeated Blows to His Unformed Head	8.0	10/30/2006
Mon oncle Charlie	4	Release the Dogs	8.1	11/13/2006
Mon oncle Charlie	4	Corey's Been Dead for an Hour	7.8	11/20/2006
Mon oncle Charlie	4	Kissing Abraham Lincoln	7.9	11/27/2006
Mon oncle Charlie	4	Walnuts and Demerol	8.7	12/11/2006
Mon oncle Charlie	4	Castrating Sheep in Montana	7.8	1/8/2007
Mon oncle Charlie	4	Don't Worry, Speed Racer	7.8	1/22/2007
Mon oncle Charlie	4	That's Summer Sausage, Not Salami	7.9	2/5/2007
Mon oncle Charlie	4	My Damn Stalker	8.0	2/12/2007
Mon oncle Charlie	4	Young People Have Phlegm Too	7.9	2/19/2007
Mon oncle Charlie	4	I Merely Slept with a Commie	7.8	2/26/2007
Mon oncle Charlie	4	It Never Rains in Hooterville	7.8	3/19/2007
Mon oncle Charlie	4	Smooth as a Ken Doll	8.2	4/9/2007
Mon oncle Charlie	4	Aunt Myra Doesn't Pee a Lot	8.3	4/16/2007
Mon oncle Charlie	4	Tucked, Taped and Gorgeous	8.0	4/23/2007
Mon oncle Charlie	4	Mr. McGlue's Feedbag	7.9	4/30/2007
Mon oncle Charlie	4	Anteaters. They're Just Crazy-lookin	8.2	5/7/2007
Mon oncle Charlie	4	Prostitutes and Gelato	8.4	5/14/2007
Mon oncle Charlie	5	Large Birds, Spiders and Mom	8.1	9/24/2007
Mon oncle Charlie	5	Media Room Slash Dungeon	8.0	10/1/2007
Mon oncle Charlie	5	Dum Diddy Dum Diddy Doo	8.0	10/8/2007
Mon oncle Charlie	5	City of Great Racks	8.1	10/15/2007
Mon oncle Charlie	5	Putting Swim Fins on a Cat	8.1	10/22/2007
Mon oncle Charlie	5	Help Daddy Find His Toenail	8.0	10/29/2007
Mon oncle Charlie	5	Our Leather Gear Is in the Guest Room	7.8	11/5/2007
Mon oncle Charlie	5	Is There a Mrs. Waffles?	8.6	11/12/2007
Mon oncle Charlie	5	Shoes, Hats, Pickle Jar Lids	8.1	11/19/2007
Mon oncle Charlie	5	Kinda Like Necrophilia	8.2	11/26/2007
Mon oncle Charlie	5	Meander to Your Dander	8.2	3/17/2008
Mon oncle Charlie	5	A Little Clammy and None Too Fresh	8.0	3/24/2008
Mon oncle Charlie	5	The Soil is Moist	8.2	3/31/2008
Mon oncle Charlie	5	Winky-Dink Time	8.1	4/14/2008
Mon oncle Charlie	5	Rough Night in Hump Junction	8.0	4/21/2008
Mon oncle Charlie	5	Look at Me, Mommy, I'm Pretty	8.1	4/28/2008
Mon oncle Charlie	5	Fish in a Drawer	8.8	5/5/2008
Mon oncle Charlie	5	If My Hole Could Talk	7.9	5/12/2008
Mon oncle Charlie	5	Waiting for the Right Snapper	8.0	5/19/2008
Mon oncle Charlie	6	Taterhead Is Our Love Child	8.0	9/22/2008
Mon oncle Charlie	6	Pie Hole, Herb	7.9	9/29/2008
Mon oncle Charlie	6	Damn You, Eggs Benedict	8.1	10/6/2008
Mon oncle Charlie	6	The Flavin' and the Mavin'	7.8	10/13/2008
Mon oncle Charlie	6	A Jock Strap in Hell	7.7	10/20/2008
Mon oncle Charlie	6	It's Always Nazi Week	8.1	11/3/2008
Mon oncle Charlie	6	Best H.O. Money Can Buy	8.0	11/10/2008
Mon oncle Charlie	6	Pinocchio's Mouth	7.8	11/17/2008
Mon oncle Charlie	6	The Mooch at the Boo	8.6	11/24/2008
Mon oncle Charlie	6	He Smelled the Ham, He Got Excited	7.7	12/8/2008
Mon oncle Charlie	6	The Devil's Lube	7.8	12/15/2008
Mon oncle Charlie	6	Thank God for Scoliosis	8.1	1/12/2009
Mon oncle Charlie	6	I Think You Offended Don	7.7	1/19/2009
Mon oncle Charlie	6	David Copperfield Slipped Me a Roofie	8.1	2/2/2009
Mon oncle Charlie	6	I'd Like to Start with the Cat	7.7	2/9/2009
Mon oncle Charlie	6	She'll Still Be Dead at Halftime	8.3	3/2/2009
Mon oncle Charlie	6	The 'Ocu' or the 'Pado'?	7.7	3/9/2009
Mon oncle Charlie	6	My Son's Enormous Head	7.7	3/16/2009
Mon oncle Charlie	6	The Two Finger Rule	8.8	3/30/2009
Mon oncle Charlie	6	Hello, I am Alan Cousteau	8.0	4/13/2009
Mon oncle Charlie	6	Above Exalted Cyclops	8.2	4/27/2009
Mon oncle Charlie	6	Sir Lancelot's Litter Box	7.7	5/4/2009
Mon oncle Charlie	6	Good Morning, Mrs. Butterworth	7.8	5/11/2009
Mon oncle Charlie	6	Baseball Was Better with Steroids	8.4	5/18/2009
Mon oncle Charlie	7	818-jklpuzo	8.4	9/21/2009
Mon oncle Charlie	7	Whipped Unto the Third Generation	8.0	9/28/2009
Mon oncle Charlie	7	Mmm, Fish. Yum.	7.9	10/5/2009
Mon oncle Charlie	7	Laxative Tester, Horse Inseminator	7.8	10/12/2009
Mon oncle Charlie	7	For the Sake of the Child	7.8	10/19/2009
Mon oncle Charlie	7	Give Me Your Thumb	8.1	11/2/2009
Mon oncle Charlie	7	Untainted by Filth	8.1	11/9/2009
Mon oncle Charlie	7	Gorp. Fnark. Schmegle.	8.8	11/16/2009
Mon oncle Charlie	7	Captain Terry's Spray-On Hair	8.0	11/23/2009
Mon oncle Charlie	7	That's Why They Call It 'Ball Room'	8.1	12/7/2009
Mon oncle Charlie	7	Warning, It's Dirty	8.1	12/14/2009
Mon oncle Charlie	7	Fart Jokes, Pie and Celeste	8.0	1/11/2010
Mon oncle Charlie	7	Yay, No Polyps	8.0	1/18/2010
Mon oncle Charlie	7	Crude and Uncalled For	7.7	2/1/2010
Mon oncle Charlie	7	Aye, Aye, Captain Douche	7.8	2/8/2010
Mon oncle Charlie	7	Tinkle Like a Princess	7.8	3/1/2010
Mon oncle Charlie	7	I Found Your Moustache	7.6	3/8/2010
Mon oncle Charlie	7	Ixnay on the Oggie Day	8.4	3/22/2010
Mon oncle Charlie	7	Keith Moon Is Vomiting in His Grave	7.9	4/12/2010
Mon oncle Charlie	7	I Called Him Magoo	7.8	5/10/2010
Mon oncle Charlie	7	Gumby with a Pokey	8.2	5/17/2010
Mon oncle Charlie	7	This Is Not Gonna End Well	8.0	5/24/2010
Mon oncle Charlie	8	Three Girls and a Guy Named Bud	8.6	9/20/2010
Mon oncle Charlie	8	A Bottle of Wine and a Jackhammer	8.1	9/27/2010
Mon oncle Charlie	8	A Pudding-Filled Cactus	8.0	10/4/2010
Mon oncle Charlie	8	Hookers, Hookers, Hookers	8.1	10/11/2010
Mon oncle Charlie	8	The Immortal Mr. Billy Joel	7.8	10/18/2010
Mon oncle Charlie	8	Twanging Your Magic Clanger	8.1	10/25/2010
Mon oncle Charlie	8	The Crazy Bitch Gazette	7.9	11/1/2010
Mon oncle Charlie	8	Springtime on a Stick	7.9	11/8/2010
Mon oncle Charlie	8	A Good Time in Central Africa	8.1	11/15/2010
Mon oncle Charlie	8	Ow, Ow, Don't Stop	7.6	11/22/2010
Mon oncle Charlie	8	Dead from the Waist Down	7.5	12/6/2010
Mon oncle Charlie	8	Chocolate Diddlers or My Puppy's Dead	7.5	12/13/2010
Mon oncle Charlie	8	Skunk, Dog Crap and Ketchup	7.8	#VALUE!
Mon oncle Charlie	8	Lookin' for Japanese Subs	7.8	#VALUE!
Mon oncle Charlie	8	Three Hookers and a Philly Cheesesteak	8.2	2/7/2011
Mon oncle Charlie	8	That Darn Priest	7.7	2/14/2011
Mon oncle Charlie	9	Nice to Meet You, Walden Schmidt	5.6	9/19/2011
Mon oncle Charlie	9	People Who Love Peepholes	5.1	9/26/2011
Mon oncle Charlie	9	Big Girls Don't Throw Food	5.1	9/6/2012
Mon oncle Charlie	9	Nine Magic Fingers	5.4	10/10/2011
Mon oncle Charlie	9	A Giant Cat Holding a Churro	5.6	10/17/2011
Mon oncle Charlie	9	The Squat and the Hover	5.5	10/24/2011
Mon oncle Charlie	9	Those Fancy Japanese Toilets	5.6	10/31/2011
Mon oncle Charlie	9	Thank You for the Intercourse	6.4	11/7/2011
Mon oncle Charlie	9	Frodo's Headshots	6.2	11/14/2011
Mon oncle Charlie	9	A Fishbowl Full of Glass Eyes	6.0	11/21/2011
Mon oncle Charlie	9	What a Lovely Landing Strip	6.2	12/5/2011
Mon oncle Charlie	9	One False Move, Zimbabwe!	5.7	12/12/2011
Mon oncle Charlie	9	Slowly and in a Circular Fashion	6.5	1/2/2012
Mon oncle Charlie	9	A Possum on Chemo	6.3	1/16/2012
Mon oncle Charlie	9	The Duchess of Dull-in-Sack	6.4	2/6/2012
Mon oncle Charlie	9	Sips, Sonnets and Sodomy	6.6	2/13/2012
Mon oncle Charlie	9	Not in My Mouth!	5.6	2/20/2012
Mon oncle Charlie	9	The War Against Gingivitis	5.6	2/27/2012
Mon oncle Charlie	9	Palmdale, Ech	6.2	3/19/2012
Mon oncle Charlie	9	Grandma's Pie	6.0	4/9/2012
Mon oncle Charlie	9	Mr. Hose Says 'Yes'	6.1	4/16/2012
Mon oncle Charlie	9	Why We Gave Up Women	6.3	4/30/2012
Mon oncle Charlie	9	The Straw in My Donut Hole	5.6	5/7/2012
Mon oncle Charlie	9	Oh Look! Al-Qaeda!	6.3	5/14/2012
Mon oncle Charlie	10	I Changed My Mind About the Milk	6.1	9/27/2012
Mon oncle Charlie	10	A Big Bag of Dog	6.2	10/4/2012
Mon oncle Charlie	10	Four Balls, Two Bats and One Mitt	6.1	10/11/2012
Mon oncle Charlie	10	You Do Know What the Lollipop Is For	6.6	10/18/2012
Mon oncle Charlie	10	That's Not What They Call It in Amsterdam	6.5	10/25/2012
Mon oncle Charlie	10	Ferrets, Attack!	6.0	11/1/2012
Mon oncle Charlie	10	Avoid the Chinese Mustard	6.3	11/8/2012
Mon oncle Charlie	10	Something My Gynecologist Said	6.5	11/15/2012
Mon oncle Charlie	10	I Scream When I Pee	6.9	11/29/2012
Mon oncle Charlie	10	One Nut Johnson	7.0	12/6/2012
Mon oncle Charlie	10	Give Santa a Tail-Hole	6.8	12/13/2012
Mon oncle Charlie	10	Welcome to Alancrest	6.2	1/3/2013
Mon oncle Charlie	10	Grab a Feather and Get in Line	5.8	1/10/2013
Mon oncle Charlie	10	Run, Steven Staven! Run!	6.6	1/31/2013
Mon oncle Charlie	10	Paint It, Pierce It or Plug It	6.9	2/7/2013
Mon oncle Charlie	10	Advantage: Fat, Flying Baby	6.4	2/14/2013
Mon oncle Charlie	10	Throgwarten Middle School Mysteries	6.3	2/21/2013
Mon oncle Charlie	10	The 9:04 from Pemberton	6.4	3/7/2013
Mon oncle Charlie	10	Big Episode: Someone Stole a Spoon	6.8	3/14/2013
Mon oncle Charlie	10	Bazinga! That's From a TV Show	7.0	4/4/2013
Mon oncle Charlie	10	Another Night with Neil Diamond	6.3	4/25/2013
Mon oncle Charlie	10	My Bodacious Vidalia	6.4	5/2/2013
Mon oncle Charlie	10	Cows, Prepare to Be Tipped	6.4	5/9/2013
Mon oncle Charlie	11	Nangnangnangnang	6.3	9/26/2013
Mon oncle Charlie	11	I Think I Banged Lucille Ball	6.2	10/3/2013
Mon oncle Charlie	11	This Unblessed Biscuit	6.1	10/10/2013
Mon oncle Charlie	11	Clank, Clank, Drunken Skank	6.4	10/17/2013
Mon oncle Charlie	11	Alan Harper, Pleasing Women Since 2003	6.4	10/24/2013
Mon oncle Charlie	11	Justice in Star-Spangled Hot Pants	6.3	11/7/2013
Mon oncle Charlie	11	Some Kind of Lesbian Zombie	6.7	11/14/2013
Mon oncle Charlie	11	Mr. Walden, He Die. I Clean Room.	6.4	11/21/2013
Mon oncle Charlie	11	Numero Uno Accidente Lawyer	6.2	12/5/2015
Mon oncle Charlie	11	On Vodka, on Soda, on Blender, on Mixer!	6.6	12/12/2013
Mon oncle Charlie	11	Tazed in the Lady Nuts	6.8	1/2/2014
Mon oncle Charlie	11	Baseball. Boobs. Boobs. Baseball.	6.4	1/9/2014
Mon oncle Charlie	11	Bite Me, Supreme Court	6.3	1/30/2014
Mon oncle Charlie	11	Three Fingers of Crème de Menthe	6.4	2/6/2014
Mon oncle Charlie	11	Cab Fare and a Bottle of Penicillin	6.3	2/27/2014
Mon oncle Charlie	11	How to Get Rid of Alan Harper	6.7	3/6/2014
Mon oncle Charlie	11	Welcome Home, Jake	6.7	3/13/2014
Mon oncle Charlie	11	West Side Story	6.7	4/3/2014
Mon oncle Charlie	11	Lan mao shi zai wuding shang	7.4	4/10/2014
Mon oncle Charlie	11	Lotta Delis in Little Armenia	7.2	4/24/2014
Mon oncle Charlie	11	Dial 1-900-Mix-A-Lot	6.2	5/1/2014
Mon oncle Charlie	11	Oh WALD-E, Good Times Ahead	6.8	5/8/2014
Mon oncle Charlie	12	The Ol' Mexican Spinach	5.3	10/30/2014
Mon oncle Charlie	12	A Chic Bar in Ibiza	5.3	11/6/2014
Mon oncle Charlie	12	Glamping in a Yurt	5.5	11/13/2014
Mon oncle Charlie	12	Thirty-Eight, Sixty-Two, Thirty-Eight	5.5	11/20/2014
Mon oncle Charlie	12	Oontz. Oontz. Oontz.	5.3	11/27/2014
Mon oncle Charlie	12	Alan Shot a Little Girl	5.4	12/4/2014
Mon oncle Charlie	12	Sex with an Animated Ed Asner	6.0	12/11/2014
Mon oncle Charlie	12	Family, Bublé, Deep-Fried Turkey	5.6	12/18/2014
Mon oncle Charlie	12	Bouncy, Bouncy, Bouncy, Lyndsey	5.8	1/8/2015
Mon oncle Charlie	12	Here I Come, Pants!	5.9	1/15/2015
Mon oncle Charlie	12	For Whom the Booty Calls	5.7	1/22/2015
Mon oncle Charlie	12	A Beer-Battered Rip-Off	6.2	1/29/2015
Mon oncle Charlie	12	Boompa Loved His Hookers	6.0	2/5/2015
Mon oncle Charlie	12	Don't Give a Monkey a Gun	5.8	2/12/2015
Mon oncle Charlie	12	Of Course He's Dead: Part 1 & 2	4.2	2/19/2015
Narcos	1	Descenso	8.9	8/28/2015
Narcos	1	The Sword of Simón Bolivar	8.5	8/28/2015
Narcos	1	The Men of Always	8.6	8/28/2015
Narcos	1	The Palace in Flames	8.7	8/28/2015
Narcos	1	There Will Be a Future	8.4	8/28/2015
Narcos	1	Explosivos	9.0	8/28/2015
Narcos	1	You Will Cry Tears of Blood	8.6	8/28/2015
Narcos	1	La Gran Mentira	8.9	8/28/2015
Narcos	1	La Catedral	8.7	8/28/2015
Narcos	1	Despegue	8.8	8/28/2015
Narcos	2	Free at Last	8.5	9/2/2016
Narcos	2	Cambalache	8.6	9/2/2016
Narcos	2	Our Man in Madrid	8.7	9/2/2016
Narcos	2	The Good, the Bad, and the Dead	9.3	9/2/2016
Narcos	2	The Enemies of My Enemy	8.6	9/2/2016
Narcos	2	Los Pepes	9.1	9/2/2016
Narcos	2	Deutschland 93	8.7	9/2/2016
Narcos	2	Exit El Patrón	8.7	9/2/2016
Narcos	2	Nuestra Finca	8.6	9/2/2016
Narcos	2	Al Fin Cayó!	9.4	9/2/2016
Narcos	3	The Kingpin Strategy	8.0	9/1/2017
Narcos	3	The Cali KGB	8.1	9/1/2017
Narcos	3	Follow the Money	8.1	9/1/2017
Narcos	3	Checkmate	9.0	9/1/2017
Narcos	3	MRO	8.5	9/1/2017
Narcos	3	Best Laid Plans	8.8	9/1/2017
Narcos	3	Sin Salida	9.0	9/1/2017
Narcos	3	Convivir	8.7	9/1/2017
Narcos	3	Todos Los Hombres del Presidente	9.3	9/1/2017
Narcos	3	Going Back to Cali	9.2	9/1/2017
Pretty Little Liars	1	Pilot	8.1	1/23/2011
Pretty Little Liars	1	The Jenna Thing	8.0	6/15/2010
Pretty Little Liars	1	To Kill a Mocking Girl	8.0	6/22/2010
Pretty Little Liars	1	Can You Hear Me Now?	8.1	6/29/2010
Pretty Little Liars	1	Reality Bites Me	8.1	7/6/2010
Pretty Little Liars	1	There's No Place Like Homecoming	8.5	7/13/2010
Pretty Little Liars	1	The Homecoming Hangover	8.0	7/20/2010
Pretty Little Liars	1	Please, Do Talk About Me When I'm Gone	8.1	7/27/2010
Pretty Little Liars	1	The Perfect Storm	8.4	8/3/2010
Pretty Little Liars	1	Keep Your Friends Close	8.6	8/10/2010
Pretty Little Liars	1	Moments Later	8.4	1/3/2011
Pretty Little Liars	1	Salt Meets Wound	8.1	1/10/2011
Pretty Little Liars	1	Know Your Frenemies	8.5	1/17/2011
Pretty Little Liars	1	Careful What U Wish 4	8.2	1/24/2011
Pretty Little Liars	1	If at First You Don't Succeed, Lie, Lie Again	8.3	1/31/2011
Pretty Little Liars	1	Je Suis Une Amie	8.3	2/7/2011
Pretty Little Liars	1	The New Normal	8.3	2/14/2011
Pretty Little Liars	1	The Badass Seed	8.3	2/21/2011
Pretty Little Liars	1	A Person of Interest	8.5	2/28/2011
Pretty Little Liars	1	Someone to Watch Over Me	8.4	3/7/2011
Pretty Little Liars	1	Monsters in the End	8.5	3/14/2011
Pretty Little Liars	1	For Whom the Bell Tolls	8.7	3/21/2011
Pretty Little Liars	2	It's Alive	8.6	6/14/2011
